country,date,gdp,population,inflation,poverty,unemployment,life_expectancy,literacy
Rwanda,1970-01-01 00:00:00.000002013,7714276919.73722,11093340.0,5.92426867984854,65.2,11.768,64.651,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002014,8129984483.78727,11364757.0,2.35449052820358,65.71666666666667,11.837,65.088,70.8000030517578
Rwanda,1970-01-01 00:00:00.000002015,8447064078.84373,11640022.0,2.52850284192421,65.71666666666667,11.831,65.419,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002016,8596812240.52305,11919183.0,7.17434301982009,63.8,11.788,65.733,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002017,9164345443.2575,12202060.0,8.27953672260832,65.71666666666667,11.875,66.14,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002018,9650161136.17648,12487996.0,-0.311210160390699,65.71666666666667,10.759,66.354,73.2200012207031
Rwanda,1970-01-01 00:00:00.000002019,10519272170.3346,12776103.0,3.34787655037648,65.71666666666667,11.236,66.691,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002020,10487146253.4025,13065837.0,9.85039902274207,65.71666666666667,11.829,66.953,80.0500030517578
Rwanda,1970-01-01 00:00:00.000002021,11252894909.5043,13355260.0,-0.391346748300791,65.71666666666667,15.775,66.85,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002022,13747404814.2677,13651030.0,17.6892095588153,65.71666666666667,15.084,67.528,78.7600021362305
Rwanda,1970-01-01 00:00:00.000002023,14806501437.282,13954471.0,19.789546746467,38.6,12.352,67.785,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002024,15111064181.9687,14256567.0,1.77029240198635,65.71666666666667,11.331,68.017,66.51750135421753
Rwanda,1970-01-01 00:00:00.000002025,16372132990.2271,14569341.0,5.913000168826,65.71666666666667,11.363,52.170861538461544,66.51750135421753
South Africa,1970-01-01 00:00:00.000001960,8748596500.5614,16440172.0,1.28887692687992,34.75714285714286,25.242571428571427,52.575,90.48769202599156
South Africa,1970-01-01 00:00:00.000001961,9225996309.60148,16908035.0,2.10235059955978,34.75714285714286,25.242571428571427,53.067,90.48769202599156
South Africa,1970-01-01 00:00:00.000001962,9813996074.40157,17418522.0,1.24627519965495,34.75714285714286,25.242571428571427,53.566,90.48769202599156
South Africa,1970-01-01 00:00:00.000001963,10854195658.3217,17954564.0,1.33797064490693,34.75714285714286,25.242571428571427,53.895,90.48769202599156
South Africa,1970-01-01 00:00:00.000001964,11955995217.6019,18511361.0,2.53498854234898,34.75714285714286,25.242571428571427,54.215,90.48769202599156
South Africa,1970-01-01 00:00:00.000001965,13068994772.4021,19089380.0,4.06901853294584,34.75714285714286,25.242571428571427,54.427,90.48769202599156
South Africa,1970-01-01 00:00:00.000001966,14211394315.4423,19690087.0,3.48923715385175,34.75714285714286,25.242571428571427,54.731,90.48769202599156
South Africa,1970-01-01 00:00:00.000001967,15821393671.4425,20314066.0,3.53896580236233,34.75714285714286,25.242571428571427,54.955,90.48769202599156
South Africa,1970-01-01 00:00:00.000001968,17124793150.0827,20957287.0,1.98613362103222,34.75714285714286,25.242571428571427,55.191,90.48769202599156
South Africa,1970-01-01 00:00:00.000001969,19256992297.2031,21614676.0,3.23821721585667,34.75714285714286,25.242571428571427,55.44,90.48769202599156
South Africa,1970-01-01 00:00:00.000001970,21218391512.6434,22279984.0,4.99192455435617,34.75714285714286,25.242571428571427,55.681,90.48769202599156
